,T00h,T03h,T06h,T12h,T24h,T48h,T72h
seq2176_[chr1:3164079-3164249],2.140062323,2.150790109,2.309575875,2.0825265,2.104095223,1.959547228,1.671718411
seq2177_[chr1:3166334-3166504],1.518622326,1.350468278,1.515950451,1.614349593,1.375545523,1.615222627,1.551727234
seq2178_[chr1:3591357-3591527],1.658506655,1.700980293,1.890766012,1.591105769,1.501614425,1.398558195,1.237763327
seq2179_[chr1:3600736-3600906],1.845383781,1.942410866,2.084353584,1.99246683,2.134754501,1.997293205,1.681812968
seq218_[chr10:98744574-98744744],1.45118845,1.517244554,1.667475376,1.560033027,1.636824779,1.610667508,1.59364677
seq2180_[chr1:3612385-3612555],1.855658625,1.839527827,2.038138331,1.761250493,1.628252812,1.411548324,1.238163036
seq2181_[chr1:3624011-3624181],2.298130681,2.203310274,2.156523154,2.409280617,2.561269584,2.499771017,2.242283801
seq2182_[chr1:6320050-6320220],1.900866317,2.058167168,2.260429638,2.136324076,2.07419549,1.813691599,1.596225907
seq2184_[chr1:6474555-6474725],1.604073256,1.60912045,1.839961215,1.558879967,1.488286159,1.48756367,1.365287202
seq2185_[chr1:7962799-7962969],1.891104269,1.867933836,2.035190626,1.835484316,1.698572742,1.548410288,1.393335658
seq2186_[chr1:8002531-8002701],1.619523806,1.633986557,1.845091856,1.621366587,1.488941953,1.390655782,1.335284677
seq2187_[chr1:8086379-8086549],1.624271294,1.722784823,1.866830504,1.63639407,1.672130557,1.493611404,1.351643106
seq2188_[chr1:8215731-8215901],2.520048357,2.689757865,2.712154749,2.534670571,2.620806016,2.513734556,2.079158186
seq2189_[chr1:8227296-8227466],1.453159678,1.575249957,1.741800969,1.531174764,1.351601539,1.264310989,1.187529322
seq219_[chr10:100206540-100206710],2.905591596,3.000820071,3.264537639,2.975016895,3.249542481,3.366143126,2.971064747
seq2190_[chr1:9258750-9258920],1.579789186,1.578101867,1.805907581,1.805929586,1.683563562,1.86218704,1.563701049
seq2191_[chr1:9294587-9294757],2.278319769,2.500002062,2.72422778,2.647075443,2.685008875,2.474864281,2.259649605
seq2192_[chr1:12139652-12139822],1.610044947,1.636591994,1.831946194,1.55938104,1.366868299,1.293812067,1.148103154
seq2193_[chr1:12156134-12156304],1.926837352,2.068424076,2.368361973,1.941638878,1.915937619,1.938874165,1.673001533
seq2194_[chr1:18621260-18621430],2.13118249,2.285046258,2.558718432,2.327805494,2.267127053,1.95295589,1.71210257
seq2195_[chr1:18624880-18625050],5.385190285,5.871758172,6.601105329,6.357165448,5.617325345,4.798575408,4.493163449
seq2196_[chr1:18700531-18700701],1.711760648,1.691280306,1.907297728,1.771051164,1.667686964,1.57927195,1.44293767
seq2197_[chr1:18712065-18712235],2.221306489,2.398271594,2.556375646,2.47164465,2.470778421,2.338344185,1.792510337
seq2198_[chr1:18745659-18745829],2.415674318,2.528250152,2.545727492,2.358917661,2.11223778,1.957570581,1.480733107
seq2199_[chr1:18773300-18773470],1.693690898,1.605926263,1.878650305,1.701920406,1.601725018,1.605530857,1.611843734
seq22_[chr1:15533425-15533595],1.680801824,1.596780246,1.892284153,1.632524584,1.481941995,1.36229324,1.205134414
seq220_[chr10:100216089-100216259],1.663535814,1.635721236,1.861701627,1.594748691,1.479665625,1.384952526,1.241678476
seq2200_[chr1:18779141-18779311],2.362763911,2.283717196,2.845237859,2.310727991,2.425186724,2.178423812,1.746287698
seq2201_[chr1:18807299-18807469],5.010998183,5.285565526,5.509149175,5.553847432,5.374796177,4.818918031,3.752026583
seq2202_[chr1:18869031-18869201],1.830768895,2.055550007,2.150541565,2.048250031,2.016137624,1.763415343,1.734320517
seq2203_[chr1:18874030-18874200],1.618584008,1.638657368,1.856368873,1.556430719,1.459726589,1.341405615,1.518290432
seq2204_[chr1:33833483-33833653],1.951811166,1.976084851,2.188587357,1.950698807,1.763493948,1.696129875,1.424201453
seq2205_[chr1:40420632-40420802],2.097143609,2.142361919,2.414293437,2.238971654,2.24066862,2.157945424,1.919588377
seq2206_[chr1:40442529-40442699],2.902577571,3.114030144,3.616953059,3.768508111,3.54256439,3.343627441,3.095156845
seq2207_[chr1:40445441-40445611],1.879326891,2.032339728,2.061360623,1.825494729,1.704529329,1.74073664,1.403307313
seq2208_[chr1:53754470-53754640],1.802604138,1.793959151,2.085559368,1.78661199,1.655592981,1.537545458,1.289924021
seq2209_[chr1:55353017-55353187],1.471864169,1.500019588,1.667571881,1.474717621,1.323644331,1.2692725,1.063843353
seq221_[chr10:100995879-100996049],1.958123804,1.952450467,2.07945992,1.796967738,1.756464777,1.489443835,1.42203139
seq2210_[chr1:55487784-55487954],1.876441065,1.906279995,2.18535847,1.932939922,1.827536787,1.645201695,1.45535101
seq2211_[chr1:55505099-55505269],1.554577096,1.541687757,1.707341915,1.546179241,1.42255361,1.300583463,1.144974247
seq2212_[chr1:59249676-59249846],2.079114465,2.467011993,2.887436723,2.689041089,2.65732967,2.73483934,2.229600664
seq2213_[chr1:59280581-59280751],1.489285372,1.499016701,1.681947724,1.562158894,1.374413912,1.472028733,1.309560016
seq2214_[chr1:59281982-59282152],1.944049199,1.963424811,2.187529371,1.913254604,1.915547221,1.744352707,1.592994201
seq2215_[chr1:59340517-59340687],1.613714926,1.64621706,1.869131409,1.527328704,1.466095712,1.340071732,1.198617514
seq2216_[chr1:59369340-59369510],1.515063112,1.745663216,1.735231214,1.615047174,1.726629885,1.59227825,1.403897066
seq2217_[chr1:65532863-65533033],1.582034444,1.640199124,1.870539322,1.589068413,1.571537832,1.488618922,1.242311524
seq2218_[chr1:91000416-91000586],1.512121333,1.610720035,1.806377443,1.556093276,1.368374101,1.416147236,1.339012587
seq2219_[chr1:101298379-101298549],1.580247586,1.60533334,2.090472936,1.456144097,1.527130461,1.287362704,1.295003763
seq222_[chr10:102505215-102505385],1.941933551,1.922015611,2.132023432,1.924166079,1.860292897,1.751631435,1.462819171
seq2220_[chr1:155804391-155804561],1.887160541,2.264189316,2.285754994,2.247941718,1.972085911,1.81783538,1.949728801
seq2221_[chr1:193710428-193710598],2.551184255,2.34049768,2.65540668,2.363747387,2.171568319,2.041935994,1.845211866
seq2222_[chr1:212731745-212731915],1.666892751,1.65285463,1.881678353,1.569976674,1.505793752,1.378408947,1.182318579
seq2223_[chr1:212732261-212732431],3.291941612,3.613726368,3.88342988,3.489233743,3.863912019,3.790776955,3.225482255
seq2224_[chr1:212781662-212781832],1.71611062,1.684723964,2.00169164,1.795167369,1.647193142,1.580196563,1.422993996
seq2225_[chr1:212803562-212803732],1.726504464,1.728298465,1.931124518,1.763359501,1.541099681,1.510836365,1.517388815
seq2226_[chr1:229570001-229570171],1.675377055,1.762048468,1.939936889,1.705435853,1.586142955,1.404701238,1.272930689
seq2228_[chr10:34716436-34716606],1.846464322,2.366937307,2.786166952,2.566757098,2.510538596,2.571159095,1.792178664
seq2229_[chr10:74008393-74008563],1.720547018,1.663551134,1.814637134,1.483277387,1.508870067,1.305406528,1.216661965
seq223_[chr10:103662362-103662532],1.870400068,1.848570456,2.02584795,1.700843082,1.593041944,1.645287854,1.638593238
seq2230_[chr10:74008683-74008853],1.922427476,2.033196529,2.213638386,2.027440089,1.837828272,1.795876576,1.507425797
seq2231_[chr10:74014932-74015102],2.436760364,2.472585003,2.545544783,2.508860092,2.561769294,2.392783199,2.082041485
seq2232_[chr10:74020532-74020702],3.24723045,3.376043063,3.583180681,3.350643623,3.520527233,3.352544247,2.809095948
seq2233_[chr10:74032638-74032808],5.995310707,7.976383317,9.232773571,8.921254934,10.7099427,10.99226574,8.70329433
seq2234_[chr10:74033439-74033609],1.745258285,1.817072645,2.089149643,1.745061296,1.614561464,1.530719796,1.305376625
seq2235_[chr10:74057828-74057998],2.437264623,2.517182359,2.731596163,2.571148308,2.520463433,2.524508985,2.237027954
seq2236_[chr10:74114347-74114517],2.318119755,2.326195457,2.25516351,2.231797927,2.293387688,2.236414494,1.793277261
seq2237_[chr10:102245397-102245567],1.645604567,1.604364393,1.718409882,1.802453133,1.550352374,1.577841384,1.145285577
seq2238_[chr10:126745822-126745992],1.807937222,1.671096965,1.877142719,1.569237523,1.646060987,1.532509054,1.627004199
seq2239_[chr11:22647379-22647549],2.094187708,2.202569383,2.074103489,2.245481608,2.098917032,2.129328018,1.668772922
seq224_[chr10:104387582-104387752],3.2832096,3.573158991,4.516052236,4.317227236,4.480687338,5.43577477,4.688130777
seq2240_[chr11:34713835-34714005],3.196479557,3.189332435,3.42386207,3.111372397,3.203318949,3.039974697,2.46559097
seq2241_[chr11:36724245-36724415],1.702951075,1.761266146,2.156816604,1.864489951,1.57259786,1.730497665,1.382101877
seq2242_[chr11:46615443-46615613],1.631336029,1.557920949,1.753180465,1.715597013,1.626105833,1.479771967,1.464967831
seq2243_[chr11:101299757-101299927],1.746677585,1.791829,2.026597957,1.738954959,1.637146958,1.596095352,1.318615956
seq2244_[chr11:113906949-113907119],1.820691959,1.894535737,2.136247209,1.841424064,1.764204868,1.680352605,1.369358979
seq2245_[chr11:117068696-117068866],1.935017488,1.915037834,2.089438905,1.767361962,1.811726145,1.72641574,1.546130335
seq2246_[chr11:117069880-117070050],2.23973532,2.547055667,2.944240017,2.734887981,2.716504631,2.514678884,2.142526914
seq2247_[chr12:739907-740077],2.197946589,2.20587416,2.455773044,2.255884452,2.386493435,2.195610445,1.921069476
seq2248_[chr12:741399-741569],1.551644156,1.712769375,1.878197741,1.734442277,1.392019145,1.445246622,1.222985088
seq2249_[chr12:57914375-57914545],2.950368888,3.134601923,3.47705634,3.556773405,3.810899023,4.237998325,3.595190593
seq225_[chr10:104389474-104389644],1.87171465,1.838335885,2.089108924,1.842880771,1.747438235,1.692700191,1.590869239
seq2250_[chr12:112251020-112251190],2.05386573,2.024515325,2.277422763,2.142848488,1.98514748,2.045637043,1.6796812
seq2252_[chr13:36729088-36729258],1.615300552,1.66578311,1.870031417,1.59660514,1.501688732,1.406799211,1.214196988
seq2253_[chr13:38444314-38444484],1.641098522,1.654707852,1.902942275,1.578651674,1.431816694,1.439200097,1.317932667
seq2254_[chr13:38488965-38489135],1.670536444,1.839264911,1.91419796,1.683447571,1.563690288,1.44030521,1.3124348
seq2255_[chr13:68217710-68217880],1.603419526,1.681751739,1.911305228,1.73521417,1.633226822,1.341289628,1.306609598
seq2256_[chr13:78096172-78096342],1.809332277,1.689698556,1.962995619,1.617484593,1.557796288,1.427918015,1.397575651
seq2257_[chr13:107675888-107676058],2.442853229,2.649641609,3.048419449,2.834859277,2.502077965,2.444453629,2.198043355
seq2258_[chr14:22647993-22648163],1.575109137,1.705153526,1.912289376,1.474626956,1.440389732,1.309664879,1.333729377
seq2259_[chr14:74111557-74111727],2.798668722,2.988808589,3.269757788,2.952715108,3.172734732,3.261139921,2.798207918
seq226_[chr10:104964766-104964936],1.331419081,1.371264864,1.492561476,1.53095749,1.485630692,1.560203441,1.586114985
seq2261_[chr16:740288-740458],3.196887657,3.33098694,3.628227853,3.591665352,3.616468905,3.715340571,3.37930254
seq2262_[chr17:1953660-1953830],1.605960888,1.597822704,1.918624623,1.685489417,1.565638571,1.597075677,1.40256849
seq2263_[chr17:13542498-13542668],2.044015749,2.314096803,2.74910005,2.542285894,2.217855601,1.959760167,2.040001408
seq2264_[chr17:36729216-36729386],2.25886272,2.295180466,2.517903966,2.277060906,2.422308826,2.256518178,1.910389533
seq2265_[chr17:55483949-55484119],1.615191941,1.539120333,1.950933275,1.562210015,1.503693865,1.550018811,1.588302274
seq2266_[chr17:74117555-74117725],1.709612791,1.794151511,2.049634118,1.690517174,1.708833285,1.576917903,1.368400383
seq2267_[chr17:78098217-78098387],1.609025418,1.704668857,1.941914117,1.672731558,1.52244952,1.37502031,1.312203784
seq2269_[chr18:74110957-74111127],1.628936958,1.687946114,1.921369939,1.81887346,1.734505328,1.748352697,1.489567736
seq227_[chr10:106088329-106088499],2.506493837,2.496534038,2.790267987,2.387097205,2.379873602,2.240776327,1.828359441
seq2271_[chr2:113914892-113915062],2.030693164,1.609045644,2.001150961,1.843408442,1.876784456,1.731737575,1.446194823
seq2272_[chr2:211627649-211627819],1.648177855,1.622481377,1.812944266,1.592484412,1.424233554,1.354618459,1.17732514
seq2274_[chr2:243153724-243153894],1.726455443,1.676463858,1.920727043,1.600131526,1.521825194,1.508259642,1.342270094
seq2275_[chr20:34715157-34715327],1.771258705,1.657676477,1.94215242,1.66574983,1.583504084,1.453219039,1.585333075
seq2276_[chr21:19273231-19273401],1.70212866,1.646307709,1.956596464,1.636374079,1.51434356,1.320348684,1.31013245
seq2277_[chr22:26462688-26462858],1.829403052,1.932573615,2.232319289,1.881692014,1.818955417,1.564301262,1.534022663
seq2278_[chr22:36725373-36725543],1.683865963,1.698757693,1.926045214,1.687164443,1.592371338,1.417769379,1.397566453
seq2279_[chr22:36727609-36727779],4.025113993,5.77424276,10.02576876,9.496385245,8.366546789,7.577637492,6.351153061
seq228_[chr10:112247200-112247370],2.207076944,2.21462858,2.533948026,2.194550613,2.086038357,1.875539065,1.522911751
seq2280_[chr22:39906967-39907137],1.703243516,1.959289799,1.890890125,1.821092448,1.593367991,1.6128898,1.313576108
seq2281_[chr4:18693143-18693313],1.548771402,1.479317055,1.788442521,1.613598091,1.519305257,1.334102879,1.305505828
seq2282_[chr4:113566981-113567151],1.6846119,1.514355519,1.779063188,1.596135241,1.427496592,1.397460477,1.359805079
seq2283_[chr4:129574999-129575169],1.870661948,1.83718378,2.013523143,1.807681233,1.631055702,1.614891492,1.497662287
seq2284_[chr5:12323864-12324034],1.914043697,1.884157544,1.955831408,1.658456103,1.577653754,1.424644955,1.442544515
seq2285_[chr5:36725224-36725394],2.442311573,2.534007776,2.789210302,2.413028724,2.580994516,2.418652019,2.013694776
seq2286_[chr5:68218211-68218381],3.608153908,3.851962789,3.779280766,4.145616136,3.636691177,2.643601823,1.963943832
seq2287_[chr5:74112864-74113034],2.203304686,2.178779388,2.144653868,2.072899494,1.538912784,1.544843856,1.321587979
seq2288_[chr6:36727051-36727221],1.944938265,1.918489794,2.149792688,1.94351419,1.84362354,1.717822042,1.562521095
seq2289_[chr6:46620570-46620740],2.650114654,2.795189761,3.019861433,2.695003198,2.608739532,2.499792138,2.104724069
seq229_[chr10:112896852-112897022],1.908990965,1.880798524,2.101704683,2.119364488,1.982700808,1.779089678,1.494631964
seq2290_[chr6:90062504-90062674],1.958203106,2.074559786,2.167540069,1.977881744,2.041202011,1.951524227,1.580066381
seq2291_[chr6:113908526-113908696],1.684379727,1.548281525,1.712999942,1.49189871,1.547476099,1.438813453,1.37517514
seq2292_[chr6:149335841-149336011],2.092608773,2.003682873,2.350838614,2.029930363,1.821567299,1.715231355,1.440249608
seq2293_[chr7:36698892-36699062],1.602084838,1.731158918,2.100513195,1.673415733,1.502829106,1.463950539,1.420410346
seq2294_[chr7:69110785-69110955],1.668819833,1.583289674,1.805538234,1.524508566,1.393928433,1.408737339,1.204546088
seq2295_[chr7:99542324-99542494],1.552003098,1.670651675,1.785631163,1.503909098,1.402328687,1.323458214,1.242749751
seq2296_[chr7:113035077-113035247],1.680977448,1.633820981,1.506466902,1.689029062,1.661543312,1.616321427,1.446671572
seq2297_[chr7:148032155-148032325],1.739156752,1.903951582,2.35894339,1.987955629,1.909990999,1.696250415,1.800887042
seq2298_[chr8:1606365-1606535],3.233070093,3.407206207,3.84603897,3.13147613,3.721812518,3.12374493,1.756782347
seq2299_[chr8:89604454-89604624],2.103319415,2.323577053,2.4092195,2.207106069,2.39566517,1.985982328,1.610362463
seq23_[chr1:15835444-15835614],1.633890975,1.663280989,1.927211014,1.914843811,1.941765982,2.146945897,1.770670265
seq230_[chr10:115069503-115069673],1.617018723,1.637717465,1.736850178,1.540829862,1.41007469,1.391769191,1.155295955
seq2300_[chr8:133412943-133413113],1.611583751,1.562872774,1.93777192,1.77841598,1.819471774,1.698440271,1.478478137
seq2301_[chr9:16810298-16810468],1.723030112,1.819555674,2.001557562,1.61564165,1.713446881,1.831131729,1.444289726
seq2302_[chr9:36726139-36726309],2.057675144,2.21948184,2.322549536,1.951516267,1.977620443,2.030460653,1.773154026
seq2303_[chr9:84236932-84237102],1.701246073,1.728094782,1.910885988,1.591948737,1.644966205,1.440909329,1.246451681
seq2304_[chr9:90060680-90060850],1.844952676,1.875717852,2.277819316,2.036128619,1.974945238,1.933428852,1.982529151
seq2305_[chr9:117068145-117068315],1.973253497,2.146765004,2.273405963,2.024369512,1.923620575,1.764305487,1.529017287
seq2306_[chrUn_gl000220:117832-118002],1.585154767,1.700496408,1.827673989,1.699284991,1.506732998,1.491368358,1.097487204
seq2307_[chrUn_gl000220:119815-119985],1.705950607,1.713163385,1.915033332,1.68049322,1.507715907,1.458668122,1.269553475
seq2308_[chrUn_gl000220:133994-134164],1.636145895,1.618932453,1.845539118,1.595597971,1.443377313,1.366160743,1.308204665
seq2309_[chrX:46618344-46618514],1.427494251,1.919428615,1.700204338,1.532707563,1.33116453,1.420043346,1.323280639
seq231_[chr10:123339836-123340006],1.773506871,1.769950847,1.850623747,1.791540609,1.757225825,1.625281884,1.428595359
seq2310_[chrX:46618662-46618832],1.403152532,1.284684551,1.664912758,1.414972454,1.175508078,1.627505797,1.124375926
seq232_[chr10:124635616-124635786],1.469285582,1.475610302,1.73285838,1.502682812,1.331010667,1.247165056,1.109023362
seq233_[chr10:124913574-124913744],2.482876175,2.550328059,2.627287418,2.443405399,2.29712254,2.359452363,1.823662752
seq234_[chr10:124914350-124914520],1.700490474,1.68335531,1.938957199,1.566648261,1.521274369,1.40778727,1.267044258
seq235_[chr10:125651348-125651518],1.956614841,1.992856923,2.16610441,2.03249157,2.02871728,1.932321094,1.525143033
seq236_[chr10:126158599-126158769],1.779718582,1.813390864,2.060972891,1.765631795,1.833432785,1.814779869,1.472813898
seq237_[chr10:127569964-127570134],1.416152189,1.427463339,1.711224114,1.368714027,1.358668982,1.489662269,1.280166034
seq238_[chr10:127837022-127837192],1.500005838,1.626192964,1.922313026,1.594127082,1.493757408,1.450835575,1.103083909
seq239_[chr10:127837449-127837619],1.848143318,1.833901593,2.091717938,1.880295634,1.691280313,1.639747051,1.369715987
